title,price,body_style,mileage,exterior_color,interior_color,engine,transmission,drive_type,fuel_type,stereo,doors,stock_number,vin_num,description,other_options,year,make,model,import,kind
2004 Nissan 350Z Roadster Touring Convertible Coupe,14900,Convertible,107150,Gray,Black,3.5L V6,Automatic,2 Wheel Drive Rear,Gas,Bose AM/FM CD Tape,2,D04 NISSAN 350Z GRAY,JN1AZ36A54T002331,"Description
  
      Nissan's crown jewel. For the money, the 2004 Nissan 350Z Roadster Convertible is one of the best performance buys on the market. The 350Z boasts a smooth and powerful V6 engine, excellent handling, available drop-top version, a bargain compared to anything that can run with it.This 350Z is equipped with Black Heated Leather Interior, Power Seats, Power Fold Down Top, Bose Sound System, Auto Transmission, and Power Options.Powering the 350Z is a 3.5L V6 Engine that gets Fuel Economy of 16 MPG City and 23 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions.  Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2 Door</li>
<li>2WD/Rear Wheel Drive</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">Bose Stereo System</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cassette Player</li>
<li>CD Player</li>
<li>Convertible</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Seats</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2004,Nissan,350Z,import,car
2012 Ford Taurus SEL,12995,4 Door,107516,White,Gray Leather,3.5L V6,6 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,12TAURUSSEL4125,1FAHP2EW7CG134125,"Description
  
      **HEATED LEATHER** **POWER SUNROOF** **BACK UP CAMERA**With its comfortable interior and large trunk, this 2012 Ford Taurus SEL is an appealing reinvention of the classic full-size American sedan. The 2012 Taurus boasts a Long list of standard features and cutting-edge options, a handsome and quiet cabin, a humongous trunk and a comfortable ride.Standard equipment on the Taurus SEL includes 17-inch alloy wheels, automatic headlights, integrated blind spot mirrors, keyless entry with an exterior access keypad, cruise control, air-conditioning, a six-way power driver seat manual recline, a 60/40-split-folding rear seat, trip computer, a tilt-and-telescoping steering wheel, a six-speaker sound system with CD player and an auxiliary audio jack, and the Sync voice-activated electronics interface with Bluetooth and iPod connectivity.The 2012 Taurus is powered by a 3.5-liter V6 engine that produces 263 hp and 249 pound-feet of torque. A six-speed automatic transmission and front-wheel drive are standard. Fuel economy with front-wheel drive is an EPA-estimated 18 mpg city/28 mpg highway and 22 mpg combined.Every 2012 Ford Taurus comes standard with antilock disc brakes, stability and traction control, front-seat side-impact airbags, side-curtain airbags and integrated blind spot mirrors.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Seats</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2012,Ford,Taurus,import,car
1999 Lexus LS400,7995,4 Door,167716,Black,Gray Leather,4.0L V8,5 Speed Automatic,2 Wheel Drive Rear,Gas,AM/FM Tape,4,99LS400BLK2962,JT8BH28F6X0152962,"Description
  
      **Super Clean** The 1999 Lexus LS400 with **Navigation** and **Power Sunroof** is Less expensive than its European competitors with excellent performance and luxury.This Lexus is also equipped with Heated Leather Seats, Power Tilt Wheel, Driver Memory, and Power Options.Powering the Lexus is a 290 Horse 4.0L V8 Engine that gets Fuel Economy of 16 MPG City and 23 MPG Hwy.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">Cassette Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Memory Seats</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Seats</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",1999,Lexus,LS400,import,car
2008 Nissan Altima 2.5 SL 4 Cylinder,9995,4 Door,108840,White,Black Leather,2.5L 4 Cylinder,Continuously Variable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,08ALTIMASL2048,1N4AL21E88N502048,"Description
  
      Thanks to its dashing style, entertaining driving dynamics and welcoming interior, the 2008 Nissan Altima 2.5 SL is a top pick for a sporting family sedan. The Altimat features Strong engine performance, smooth and responsive continuously variable transmission CVT, quick steering, good-looking cabin with quality materials.This Altima is equipped with Heated Leather Seats, Power Sunroof, Power Drivers Seat, and Power Options.Powering the Altima is a 2.5-liter inline-4 with 175 horsepower and 180 pound-feet of torque. Fuel Economy clocks in at 23 MPG City and 31 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Automatic Transmission</li>
<li>CD Player</li>
<li class=""last"">Cruise Control</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2008,Nissan,Altima,import,car
2011 Ford Fusion Hybrid 4 Cylinder,13995,4 Door,95202,Silver,Gray Cloth,2.5L 4 Cylinder,Continuously Variable Automatic,Front Wheel Drive,Gas,AM/FM 6 DISC CD CHANGER,4,185492,3FADP0L3XBR185492,"Description
  
      **One Owner** The 2011 Ford Fusion Hybrid is proof that driving enjoyment, supreme fuel-efficiency and affordability in a midsize sedan needn't be mutually exclusive. The Fusion Hybrid offers Excellent fuel economy; engaging handling for a hybrid; spacious interior; and a comfortable ride;The Fusion Hybrid's high-quality cabin features abundant soft-touch materials, and the overall look is austere but attractive. The Fusion Hybrid gets a distinctive gauge cluster dubbed SmartGauge, featuring a pair of color display screens flanking a traditional speedometer. There's a wealth of information displayed and the graphics are pleasant and modern. There's even one that shows animated leaves and branches -- the more economically you drive, the fuller and greener your shrubbery becomes. The Fusion has plenty of space for front and rear occupants and drivers will particularly appreciate the comfortable position behind the steering wheel.Standard equipment includes 17-inch alloy wheels, rear parking sensors, blind-spot mirrors, the MyKey system limits top speed and audio volume, a keyless-entry security code pad, automatic headlamps, foglamps, cruise control, dual-zone automatic climate control, eight-way driver and six-way passenger power seats, a tilt-and-telescoping steering wheel, eco-friendly cloth upholstery, a leather-wrapped steering wheel, an auto-dimming rearview mirror, a specialized gauge cluster, a six-speaker sound system with 6 Disc CD/MP3 player, satellite radio and steering-wheel controls.The Ford Fusion Hybrid utilizes a 2.5-liter four-cylinder gasoline engine that produces 156 hp and 136 lb-ft of torque. Fuel economy is an EPA-estimated 41 mpg city/36 mpg highway and 39 mpg combined.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Changer</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2011,Ford,Fusion,import,car
2005 Ford Five Hundred SE,6495,4 Door,100911,White,Gray Cloth,3.0L V6,6 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,05FIVEHUNDRED4069,1FAFP23145G124069,"Description
  
      **ONE OWNER** Roomy, stylish and practical, the Five Hundred is well suited for family duty and features a Spacious cabin, huge trunk, smooth ride quality, and plenty of safety features.This Five Hundred is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the Five Hundred is a 3.0L V6 Engine that gets Fuel Economy of 19 MPG City and 26 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Anti Lock Brakes</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Automatic Transmission</li>
<li>CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Ford,Five,import,car
2010 Dodge Charger SXT 3.5L V6 RWD,12995,4 Door,77932,Black,Gray Cloth,3.5L High Output V6,4 Speed Automatic,2 Wheel Drive Rear,Gas,AM/FM CD,4,10CHARGERSXT6352,2B3CA3CV9AH286352,"Description
  
      **77K MILES** If a big American sedan with big-time V8 thrust is your thing, the 2010 Dodge Charger SXT RWD is one of the best and last of this breed. The Charger features roomy interior, and agreeable ride and seats.This Charger is equipped with Cloth Interior, Power Drivers Seat and Power Options.This Charger is powered by a 3.5-liter V6 good for 250 hp and 250 lb-ft of torque. Fuel Economy clocks in at 17 MPG City and 20 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2010,Dodge,Charger,import,car
2008 Toyota Camry LE 4 Cylinder,9900,4 Door,109648,Gray,Gray Cloth,2.4L 4 Cylinder,5 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,08CAMRYLE3168,4T1BE46K38U233168,"Description
  
      **ONE OWNER** The 2008 Toyota Camry LE 4 Cylinder is pleasant to drive and spacious enough to keep a family of four content wherever their travels take them. The Camry offers Expansive interior, fuel-efficient 4 Cylinder, plush ride quality, legendary reputation for reliability, top crash test scores, and high resale value.This Camry is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the Camry is a 2.4-liter four-cylinder rated for 158 horsepower and 161 pound-feet of torque. Fuel Economy clocks in at 21 MPG City and 31 MPG Hwy.Every 2008 Toyota Camry comes with front-seat side airbags, full-length side curtain airbags and a driver knee airbag. Antilock brakes with brake assist are also standard.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2008,Toyota,Camry,import,car
2011 Nissan Versa 1.8 S Hatchback,7995,4 Door Hatchback,91550,Silver,Gray Cloth,1.8L 4 Cylinder,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,11VERSA1304,3N1BC1CP8BL401304,"Description
  
      The 2011 Nissan Versa is a compact hatchback car that provides simple, spacious and inexpensive transportation. The Versa features Roomy interior with an adult-friendly backseat; comfortable ride; many available convenience features; large trunk.This Versa is equipped with Cloth Interior, Air, and Power Options.Powering the Versa is a 1.8-liter 4 Cylinder Engine that produces 122 hp and 127 lb-ft of torque. Fuel Economy clocks in at 24 MPG City and 32 MPG Hwy.Every Versa comes standard with front side airbags and side curtain airbags.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Steering</li>
<li class=""last"">Power Windows</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Rear Window Defroster</li>
<li>Rear Window Wiper</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2011,Nissan,Versa,import,car
2012 Ford Fusion Hybrid 4 Cylinder,14995,4 Door,94641,Silver,Gray Cloth,2.5L 4 Cylinder,Continuously Variable Automatic,Front Wheel Drive,Hybrid Gas/Electric,AM/FM CD,4,276097,3FADP0L38CR276097,"Description
  
      **One Owner** The 2012 Ford Fusion Hybrid is proof that driving enjoyment, supreme fuel-efficiency and affordability in a midsize sedan needn't be mutually exclusive. The Fusion Hybrid offers Excellent fuel economy; engaging handling for a hybrid; spacious interior; and a comfortable ride;The Fusion Hybrid's high-quality cabin features abundant soft-touch materials, and the overall look is austere but attractive. The Fusion Hybrid gets a distinctive gauge cluster dubbed SmartGauge, featuring a pair of color display screens flanking a traditional speedometer. There's a wealth of information displayed and the graphics are pleasant and modern. There's even one that shows animated leaves and branches -- the more economically you drive, the fuller and greener your shrubbery becomes. The Fusion has plenty of space for front and rear occupants and drivers will particularly appreciate the comfortable position behind the steering wheel.Standard equipment includes 17-inch alloy wheels, rear parking sensors, blind-spot mirrors, the MyKey system limits top speed and audio volume, a keyless-entry security code pad, automatic headlamps, foglamps, cruise control, dual-zone automatic climate control, eight-way driver and six-way passenger power seats, a tilt-and-telescoping steering wheel, eco-friendly cloth upholstery, a leather-wrapped steering wheel, an auto-dimming rearview mirror, a specialized gauge cluster, a six-speaker sound system with 6 Disc CD/MP3 player, satellite radio and steering-wheel controls.The Ford Fusion Hybrid utilizes a 2.5-liter four-cylinder gasoline engine that produces 156 hp and 136 lb-ft of torque. Fuel economy is an EPA-estimated 41 mpg city/36 mpg highway and 39 mpg combined.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2012,Ford,Fusion,import,car
2007 Pontiac G6 GT Convertible V6,5995,2 Door Convertible,119378,Silver,Black Leather,3.9L V6,4 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,2,06G6GT1274,1G2ZH361474141274,"Description
  
      **CONVERTIBLE TOP IS INOPERABLE, SELLING VEHICLE WITH THIS DEFECT**With the 2006 Pontiac G6 GT's stylish duds, roomy interior and distinctive features, Pontiac has a serious contender in the midsize convertible market. The G6 offers a Huge rear seat, fuel-efficient V6 engines offer ample low-end pull, and sporty suspension tuning.This G6 is equipped with Heated Leather, Power Drivers Seat, and Power Options.Powering the G6 is a 3.9-liter V6 240 hp, 240 lb-ft of torque. Fuel Economy clocks in at 17 MPG City and 25 MPG Hwy.Give us a call to schedule a test drive or if you have further questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2 Door</li>
<li>2WD/Front Wheel Drive</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Convertible</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li class=""last"">Power Drivers Seat</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Locks</li>
<li>Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2007,Pontiac,G6,import,car
2006 Pontiac Solstice Roadster Convertible 5 Speed Manual,9900,2 Door Convertible,74302,Silver,Black Leather,2.4L 4 Cylinder,5 Speed Manual,2 Wheel Drive Rear,Gas,AM/FM CD,2,06SOLSTICE4471,1G2MB35B76Y114471,"Description
  
      **74K MILES** **CONVERTIBLE**  **5 SPEED MANUAL**With strong performance, a sexy look and a value-oriented price, the 2006 Pontiac Solstice Roadster Convertible is a very attractive package. The Solstice features Gorgeous lines, lots of legroom, nimble handling, strong brakes, and grippy tires.This Solstice is equipped with a manually operated top with a glass rear window and defogger, leather interior, power windows and locks, a tilt-adjustable steering wheel and a six-speaker audio system with an in-dash CD player.Powering the Solstice is a 2.4-liter inline four that makes 177 hp and 166 pound-feet of torque. The engine is partnered with a five-speed manual transmission. Fuel Economy clocks in at 17 MPG City and 26 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Convertible</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Leather Interior</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Pontiac,Solstice,import,car
2011 Ford Fusion SE 4 Cylinder,12900,4 Door,97400,Charcoal,Gray Cloth,2.5L 4 Cylinder,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,167201,3FAHP0HA3BR167201,"Description
  
      **One Owner** The 2011 Ford Fusion SE 4 Cylinder is a solid mid sized sedan that offers Spacious interior, engaging handling, comfortable ride, excellent Ford Sync system, and good four-cylinder fuel economy.This Fusion is equipped with Cloth Interior, Power Sunroof, Power Drivers Seat, and Power Options.Powering the Fusion is a 2.5-liter four-cylinder engine that produces 175 hp and 172 pound-feet of torque. Fuel Economy clocks in at 22 MPG City and 31 MPG Hwy.Antilock disc brakes, stability control, front-seat side airbags and side curtain airbags are standard on all Fusions. In government crash testing, the Fusion earned a top five-star rating for its protection of front occupants in head-on collisions. In the side-impact test, the Fusion earned five stars for front passengers and four stars for those in the rear. In Insurance Institute for Highway Safety tests, the Fusion earned a top rating of ""Good"" in both the frontal-offset and side-impact tests.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Moon Roof/Sunroof</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2011,Ford,Fusion,import,car
